run,document,figure,status,reflabel,refstart,refend,reftext,reftype,reftype_eqclass,hyplabel,hypstart,hypend,hyptext,hyptype,hyptype_eqclass
system1,5090699,Figure 3-E-F,missing,cellular_component,4,12,Vacuoles,GO:0005773,GO:0005773,,,,,,
system1,5090699,Figure 3-E-F,missing,organism_or_species,32,38,BJ3505,NCBI taxon:4932,NCBI taxon:4932,,,,,,
system1,5090699,Figure 3-E-F,match,gene_or_protein,91,95,Vam3,NCBI gene:854273,NCBI gene:854273,gene_or_protein,91,95,Vam3,Uniprot:Q12255,Uniprot:Q12255
system1,5090699,Figure 3-E-F,match,gene_or_protein,100,104,Nyv1,NCBI gene:850782,NCBI gene:850782,gene_or_protein,100,104,Nyv1,Uniprot:Q12255,Uniprot:Q12255
system1,5090699,Figure 3-E-F,match,gene_or_protein,109,113,Pho8,Uniprot:P11491,NCBI gene:852092|Uniprot:P11491,gene_or_protein,109,113,Pho8,Uniprot:P11491,NCBI gene:852092|Uniprot:P11491
system1,5090699,Figure 3-E-F,match,gene_or_protein,122,126,Pho8,Uniprot:P11491,NCBI gene:852092|Uniprot:P11491,gene_or_protein,122,126,Pho8,Uniprot:P11491,NCBI gene:852092|Uniprot:P11491
system1,5090699,Figure 3-E-F,missing,cellular_component,146,154,vacuoles,GO:0005773,GO:0005773,,,,,,
system1,5090699,Figure 3-E-F,missing,small_molecule,229,232,ATP,CHEBI:15422,CHEBI:15422|CHEBI:2359|PubChem:5957,,,,,,
system1,5090699,Figure 3-E-F,missing,cellular_component,354,361,vacuole,GO:0005773,GO:0005773,,,,,,
system1,5090699,Figure 3-E-F,match,gene_or_protein,439,443,Pho8,Uniprot:P11491,NCBI gene:852092|Uniprot:P11491,gene_or_protein,439,443,Pho8,Uniprot:P11491,NCBI gene:852092|Uniprot:P11491
system1,5090699,Figure 3-E-F,match,gene_or_protein,453,457,Pho8,Uniprot:P11491,NCBI gene:852092|Uniprot:P11491,gene_or_protein,453,457,Pho8,Uniprot:P11491,NCBI gene:852092|Uniprot:P11491
system1,5090699,Figure 3-E-F,missing,cellular_component,521,529,vacuoles,GO:0005773,GO:0005773,,,,,,
system1,5090699,Figure 4-A,missing,cellular_component,4,12,Vacuoles,GO:0005773,GO:0005773,,,,,,
system1,5090699,Figure 4-A,missing,organism_or_species,32,38,BJ3505,NCBI taxon:4932,NCBI taxon:4932,,,,,,
system1,5090699,Figure 4-A,match,gene_or_protein,82,86,Vam3,NCBI gene:854273,NCBI gene:854273,gene_or_protein,82,86,Vam3,Uniprot:Q12255,Uniprot:Q12255
system1,5090699,Figure 4-A,match,gene_or_protein,94,98,Nyv1,NCBI gene:850782,NCBI gene:850782,gene_or_protein,94,98,Nyv1,Uniprot:Q12255,Uniprot:Q12255
system1,5090699,Figure 4-A,missing,gene_or_protein,192,196,Vti1,Uniprot:Q04338,Uniprot:Q04338,,,,,,
system1,5090699,Figure 4-A,match,gene_or_protein,198,202,Vam3,Uniprot:Q12241,Uniprot:Q12241,gene_or_protein,198,202,Vam3,Uniprot:Q12255,Uniprot:Q12255
system1,5090699,Figure 4-A,match,gene_or_protein,207,211,Nyv1,Uniprot:Q12255,Uniprot:Q12255,gene_or_protein,207,211,Nyv1,Uniprot:Q12255,Uniprot:Q12255
system1,5090699,Figure 5-A,missing,cellular_component,298,306,vacuoles,GO:0005773,GO:0005773,,,,,,
system1,5090699,Figure 5-B-C,missing,cellular_component,41,49,vacuoles,GO:0005773,GO:0005773,,,,,,
system1,5090699,Figure 5-B-C,missing,cellular_component,51,59,Vacuoles,GO:0005773,GO:0005773,,,,,,
system1,5090699,Figure 5-B-C,missing,gene_or_protein,102,106,NYV1,NCBI gene:850782,NCBI gene:850782,,,,,,
system1,5090699,Figure 5-B-C,missing,gene_or_protein,119,123,VAM3,NCBI gene:854273,NCBI gene:854273,,,,,,
system1,5090699,Figure 5-B-C,missing,small_molecule,262,265,ATP,CHEBI:15422,CHEBI:15422|CHEBI:2359|PubChem:5957,,,,,,
system1,5090699,Figure 5-B-C,missing,gene_or_protein,312,317,Sec18,Uniprot:P18759,Uniprot:P18759,,,,,,
system1,5090699,Figure 5-B-C,missing,gene_or_protein,318,321,NSF,Uniprot:P18759,Uniprot:P18759,,,,,,
system1,5090699,Figure 5-B-C,missing,gene_or_protein,324,329,Sec18,Uniprot:P18759,Uniprot:P18759,,,,,,
system1,5090699,Figure 5-B-C,missing,cellular_component,384,392,vacuoles,GO:0005773,GO:0005773,,,,,,
system1,5090699,Figure 5-B-C,spurious,,,,,,,gene_or_protein,452,456,Nyv1,Uniprot:Q12255,Uniprot:Q12255
system1,5090699,Figure 6-A,missing,cellular_component,4,12,Vacuoles,GO:0005773,GO:0005773,,,,,,
system1,5090699,Figure 6-A,missing,organism_or_species,46,51,yeast,NCBI taxon:4932,NCBI taxon:4932,,,,,,
system1,5090699,Figure 6-B,missing,cellular_component,4,11,Vacuole,GO:0005773,GO:0005773,,,,,,
system1,5090699,Figure 6-C,missing,organism_or_species,32,38,BJ3505,NCBI taxon:4932,NCBI taxon:4932,,,,,,
system1,5090699,Figure 6-C,missing,organism_or_species,43,50,DKY6281,NCBI taxon:4932,NCBI taxon:4932,,,,,,
system1,5090699,Figure 6-C,match,gene_or_protein,123,127,Nyv1,NCBI gene:850782,NCBI gene:850782,gene_or_protein,123,127,Nyv1,Uniprot:Q12255,Uniprot:Q12255
system1,5090699,Figure 6-C,missing,organism_or_species,287,294,DKY6281,NCBI taxon:4932,NCBI taxon:4932,,,,,,
system1,5090699,Figure 6-C,missing,organism_or_species,314,320,BJ3505,NCBI taxon:4932,NCBI taxon:4932,,,,,,
system1,5090699,Figure 6-C,missing,cellular_component,326,334,vacuoles,GO:0005773,GO:0005773,,,,,,
system1,5090699,Figure 6-C,missing,small_molecule,563,575,Triton X-100,CHEBI:9750,CHEBI:9750,,,,,,
system1,5090699,Figure 6-C,match,gene_or_protein,632,636,Pep4,Uniprot:P07267,NCBI gene:855949|Uniprot:P07267,gene_or_protein,632,636,Pep4,NCBI gene:855949,NCBI gene:855949|Uniprot:P07267
system1,5090699,Figure 6-C,match,gene_or_protein,644,647,ALP,Uniprot:P11491,NCBI gene:852092|Uniprot:P11491,gene_or_protein,644,647,ALP,Uniprot:P11491,NCBI gene:852092|Uniprot:P11491
system1,5090699,Figure 6-D,missing,small_molecule,145,148,ATP,CHEBI:15422,CHEBI:15422|CHEBI:2359|PubChem:5957,,,,,,
system1,5090699,Figure 6-D,match,gene_or_protein,155,159,Vam3,Uniprot:Q12241,Uniprot:Q12241,gene_or_protein,155,159,Vam3,Uniprot:Q12255,Uniprot:Q12255
system1,5090699,Figure 6-D,missing,cellular_component,231,236,SNARE,GO:0031201,GO:0031201,,,,,,
system1,5090699,Figure 7-A,missing,gene_or_protein,0,4,Vam3,Uniprot:Q12241,Uniprot:Q12241,,,,,,
system1,5090699,Figure 7-A,match,gene_or_protein,9,13,Nyv1,Uniprot:Q12255,Uniprot:Q12255,gene_or_protein,9,13,Nyv1,Uniprot:Q12255,Uniprot:Q12255
system1,5090699,Figure 7-A,missing,cellular_component,229,237,vacuoles,GO:0005773,GO:0005773,,,,,,
system1,5090699,Figure 7-B-C,missing,gene_or_protein,0,4,Vam3,NCBI gene:854273,NCBI gene:854273,,,,,,
system1,5090699,Figure 7-B-C,match,gene_or_protein,9,13,Nyv1,NCBI gene:850782,NCBI gene:850782,gene_or_protein,9,13,Nyv1,Uniprot:Q12255,Uniprot:Q12255
system1,5090699,Figure 7-B-C,missing,cellular_component,202,209,Vacuole,GO:0005773,GO:0005773,,,,,,
system1,5090699,Figure 7-B-C,missing,cellular_component,343,351,vacuoles,GO:0005773,GO:0005773,,,,,,
system1,5090699,Figure 7-D-E,match,gene_or_protein,0,4,Vam3,NCBI gene:854273,NCBI gene:854273,gene_or_protein,0,4,Vam3,Uniprot:Q12255,Uniprot:Q12255
system1,5090699,Figure 7-D-E,match,gene_or_protein,9,13,Nyv1,NCBI gene:850782,NCBI gene:850782,gene_or_protein,9,13,Nyv1,Uniprot:Q12255,Uniprot:Q12255
system1,5090699,Figure 7-D-E,missing,cellular_component,219,227,vacuoles,GO:0005773,GO:0005773,,,,,,
system1,5090699,Figure 7-D-E,missing,organism_or_species,247,253,BJ3505,NCBI taxon:4932,NCBI taxon:4932,,,,,,
system1,5090699,Figure 7-D-E,match,gene_or_protein,299,303,Vam3,NCBI gene:854273,NCBI gene:854273,gene_or_protein,299,303,Vam3,Uniprot:Q12255,Uniprot:Q12255
system1,5090699,Figure 7-D-E,match,gene_or_protein,308,312,Nyv1,NCBI gene:850782,NCBI gene:850782,gene_or_protein,308,312,Nyv1,Uniprot:Q12255,Uniprot:Q12255
system1,5090699,Figure 7-D-E,match,gene_or_protein,317,321,Pho8,Uniprot:P11491,NCBI gene:852092|Uniprot:P11491,gene_or_protein,317,321,Pho8,Uniprot:P11491,NCBI gene:852092|Uniprot:P11491
system1,5090699,Figure 7-D-E,match,gene_or_protein,330,334,Pho8,Uniprot:P11491,NCBI gene:852092|Uniprot:P11491,gene_or_protein,330,334,Pho8,Uniprot:P11491,NCBI gene:852092|Uniprot:P11491
system1,5090699,Figure 7-D-E,missing,cellular_component,354,362,vacuoles,GO:0005773,GO:0005773,,,,,,
system1,5090699,Figure 7-D-E,missing,small_molecule,437,440,ATP,CHEBI:15422,CHEBI:15422|CHEBI:2359|PubChem:5957,,,,,,
system1,5090699,Figure 7-D-E,missing,cellular_component,569,577,vacuoles,GO:0005773,GO:0005773,,,,,,
system1,5090699,Figure 7-D-E,match,gene_or_protein,705,709,Pho8,Uniprot:P11491,NCBI gene:852092|Uniprot:P11491,gene_or_protein,705,709,Pho8,Uniprot:P11491,NCBI gene:852092|Uniprot:P11491
system1,5090699,Figure 7-D-E,match,gene_or_protein,719,723,Pho8,Uniprot:P11491,NCBI gene:852092|Uniprot:P11491,gene_or_protein,719,723,Pho8,Uniprot:P11491,NCBI gene:852092|Uniprot:P11491
system1,5090699,Figure 8-A-B-C,missing,organism_or_species,4,9,Yeast,NCBI taxon:4932,NCBI taxon:4932,,,,,,
system1,5090699,Figure 8-A-B-C,match,gene_or_protein,43,47,Vph1,Uniprot:P32563,NCBI gene:854444|Uniprot:P32563,gene_or_protein,43,47,Vph1,NCBI gene:854444,NCBI gene:854444|Uniprot:P32563
system1,5090699,Figure 8-A-B-C,match,gene_or_protein,114,118,Vph1,Uniprot:P32563,NCBI gene:854444|Uniprot:P32563,gene_or_protein,114,118,Vph1,NCBI gene:854444,NCBI gene:854444|Uniprot:P32563
system1,5090699,Figure 8-A-B-C,missing,small_molecule,182,185,CPZ,CHEBI:3647,CHEBI:3647,,,,,,
system1,5090699,Figure 8-D,missing,organism_or_species,4,9,Yeast,NCBI taxon:4932,NCBI taxon:4932,,,,,,
system1,5090699,Figure 8-D,missing,small_molecule,111,114,CPZ,CHEBI:3647,CHEBI:3647,,,,,,
system1,5090699,Figure 8-D,missing,cellular_component,126,133,Vacuole,GO:0005773,GO:0005773,,,,,,
system1,5090699,Figure 8-D,missing,small_molecule,214,217,CPZ,CHEBI:3647,CHEBI:3647,,,,,,
system1,5090699,Figure 8-E,missing,cellular_component,21,29,Vacuoles,GO:0005773,GO:0005773,,,,,,
system1,5090699,Figure 8-E,match,gene_or_protein,67,71,Nyv1,NCBI gene:850782,NCBI gene:850782,gene_or_protein,67,71,Nyv1,Uniprot:Q12255,Uniprot:Q12255
system1,5090699,Figure 8-E,match,gene_or_protein,106,110,Nyv1,NCBI gene:850782,NCBI gene:850782,gene_or_protein,106,110,Nyv1,Uniprot:Q12255,Uniprot:Q12255
system1,5090699,Figure 8-E,missing,gene_or_protein,124,128,Vam3,NCBI gene:854273,NCBI gene:854273,,,,,,
system1,5090699,Figure 8-E,missing,small_molecule,238,252,chlorpromazine,CHEBI:3647,CHEBI:3647,,,,,,
system1,5090699,Figure 8-E,missing,small_molecule,254,257,CPZ,CHEBI:3647,CHEBI:3647,,,,,,
system1,5090699,Figure 8-E,missing,gene_or_protein,277,281,Vam3,Uniprot:Q12241,Uniprot:Q12241,,,,,,
system1,5090703,Figure 1-A,match,gene_or_protein,17,21,CHD1,NCBI gene:1105,NCBI gene:1105,gene_or_protein,17,21,CHD1,NCBI gene:1105,NCBI gene:1105
system1,5090703,Figure 1-A,missing,tissue_or_organ,91,99,prostate,Uberon:UBERON:0002367,Uberon:UBERON:0002367,,,,,,
system1,5090703,Figure 1-A,missing,organism_or_species,107,115,patients,NCBI taxon:9606,NCBI taxon:9606,,,,,,
system1,5090703,Figure 1-B,match,gene_or_protein,4,8,CHD1,Uniprot:O14646,Uniprot:O14646,gene_or_protein,4,8,CHD1,NCBI gene:1105,NCBI gene:1105
system1,5090703,Figure 1-B,missing,gene_or_protein,28,34,I-SceI,NCBI gene:854590,NCBI gene:854590|Uniprot:P03882,,,,,,
system1,5090703,Figure 1-B,match,gene_or_protein,79,83,H2AX,Uniprot:P16104,NCBI gene:3014|Uniprot:P16104,gene_or_protein,79,83,H2AX,Uniprot:P16104,NCBI gene:3014|Uniprot:P16104
system1,5090703,Figure 1-B,missing,gene_or_protein,179,185,I-SceI,Uniprot:P03882,NCBI gene:854590|Uniprot:P03882,,,,,,
system1,5090703,Figure 1-B,missing,small_molecule,278,290,tetracycline,CHEBI:27902,CHEBI:27902,,,,,,
system1,5090703,Figure 1-B,missing,small_molecule,415,418,DNA,CHEBI:4291,CHEBI:4291,,,,,,
system1,5090703,Figure 1-B,missing,cellular_component,436,443,nucleus,GO:0005634,GO:0005634,,,,,,
system1,5090703,Figure 1-B,missing,gene_or_protein,456,462,I-SceI,Uniprot:P03882,NCBI gene:854590|Uniprot:P03882,,,,,,
system1,5090703,Figure 1-B,missing,gene_or_protein,479,485,I-SceI,Uniprot:P03882,NCBI gene:854590|Uniprot:P03882,,,,,,
system1,5090703,Figure 1-B,missing,gene_or_protein,497,503,I-SceI,Uniprot:P03882,NCBI gene:854590|Uniprot:P03882,,,,,,
system1,5090703,Figure 1-B,match,gene_or_protein,540,544,CHD1,Uniprot:O14646,Uniprot:O14646,gene_or_protein,540,544,CHD1,NCBI gene:1105,NCBI gene:1105
system1,5090703,Figure 1-B,match,gene_or_protein,551,555,H2AX,Uniprot:P16104,NCBI gene:3014|Uniprot:P16104,gene_or_protein,551,555,H2AX,Uniprot:P16104,NCBI gene:3014|Uniprot:P16104
system1,5090703,Figure 1-B,missing,gene_or_protein,572,578,I-SceI,Uniprot:P03882,NCBI gene:854590|Uniprot:P03882,,,,,,
system1,5090703,Figure 1-B,missing,small_molecule,605,608,DNA,CHEBI:4291,CHEBI:4291,,,,,,
system1,5090703,Figure 1-B,missing,gene_or_protein,655,661,I-SceI,Uniprot:P03882,NCBI gene:854590|Uniprot:P03882,,,,,,
system1,5090703,Figure 1-B,spurious,,,,,,,gene_or_protein,225,237,lac operator,Uniprot:P00722,Uniprot:P00722
system1,5090703,Figure 1-C,match,gene_or_protein,41,45,CHD1,Uniprot:O14646,Uniprot:O14646,gene_or_protein,41,45,CHD1,NCBI gene:1105,NCBI gene:1105
system1,5090703,Figure 1-D,missing,cell_type_or_line,4,7,PC3,CVCL_0035,CVCL_0035,,,,,,
system1,5090703,Figure 1-D,missing,small_molecule,32,35,NCS,CHEBI:29655,CHEBI:29655|PubChem:447545,,,,,,
system1,5090703,Figure 1-D,match,gene_or_protein,177,181,H2AX,Uniprot:P16104,NCBI gene:3014|Uniprot:P16104,gene_or_protein,177,181,H2AX,Uniprot:P16104,NCBI gene:3014|Uniprot:P16104
system1,5090703,Figure 1-D,match,gene_or_protein,186,190,CHD1,Uniprot:O14646,Uniprot:O14646,gene_or_protein,186,190,CHD1,NCBI gene:1105,NCBI gene:1105
system1,5090703,Figure 1-F,match,gene_or_protein,4,8,CHD1,Uniprot:O14646,Uniprot:O14646,gene_or_protein,4,8,CHD1,NCBI gene:1105,NCBI gene:1105
system1,5090703,Figure 1-F,missing,cellular_component,29,38,chromatin,GO:0000785,GO:0000785,,,,,,
system1,5090703,Figure 1-F,missing,cell_type_or_line,79,82,PC3,CVCL_0035,CVCL_0035,,,,,,
system1,5090703,Figure 1-F,match,gene_or_protein,121,125,CHD1,Uniprot:O14646,Uniprot:O14646,gene_or_protein,121,125,CHD1,NCBI gene:1105,NCBI gene:1105
system1,5090703,Figure 1-F,match,gene_or_protein,135,139,CHD1,NCBI gene:1105,NCBI gene:1105,gene_or_protein,135,139,CHD1,NCBI gene:1105,NCBI gene:1105
system1,5090703,Figure 1-F,missing,small_molecule,170,173,NCS,CHEBI:29655,CHEBI:29655|PubChem:447545,,,,,,
system1,5090703,Figure 1-F,missing,cellular_component,208,217,chromatin,GO:0000785,GO:0000785,,,,,,
system1,5090703,Figure 1-F,match,gene_or_protein,252,256,CHD1,Uniprot:O14646,Uniprot:O14646,gene_or_protein,252,256,CHD1,NCBI gene:1105,NCBI gene:1105
system1,5090703,Figure 1-F,match,gene_or_protein,263,267,H2AX,Uniprot:P16104,NCBI gene:3014|Uniprot:P16104,gene_or_protein,263,267,H2AX,Uniprot:P16104,NCBI gene:3014|Uniprot:P16104
system1,5090703,Figure 2-A-B,missing,cell_type_or_line,15,18,PC3,CVCL_0035,CVCL_0035,,,,,,
system1,5090703,Figure 2-A-B,match,gene_or_protein,78,82,CHD1,NCBI gene:1105,NCBI gene:1105,gene_or_protein,78,82,CHD1,NCBI gene:1105,NCBI gene:1105
system1,5090703,Figure 2-A-B,match,gene_or_protein,92,96,CHD1,NCBI gene:1105,NCBI gene:1105,gene_or_protein,92,96,CHD1,NCBI gene:1105,NCBI gene:1105
system1,5090703,Figure 2-A-B,match,gene_or_protein,190,194,H2AX,Uniprot:P16104,NCBI gene:3014|Uniprot:P16104,gene_or_protein,190,194,H2AX,Uniprot:P16104,NCBI gene:3014|Uniprot:P16104
system1,5090703,Figure 2-A-B,match,gene_or_protein,219,223,H2AX,Uniprot:P16104,NCBI gene:3014|Uniprot:P16104,gene_or_protein,219,223,H2AX,Uniprot:P16104,NCBI gene:3014|Uniprot:P16104
system1,5090703,Figure 2-A-B,spurious,,,,,,,gene_or_protein,7,11,BHP1,NCBI gene:5426770,NCBI gene:5426770
system1,5090703,Figure 2-C,match,gene_or_protein,4,8,CHD1,NCBI gene:1105,NCBI gene:1105,gene_or_protein,4,8,CHD1,NCBI gene:1105,NCBI gene:1105
system1,5090703,Figure 2-C,match,gene_or_protein,41,45,H2AX,Uniprot:P16104,NCBI gene:3014|Uniprot:P16104,gene_or_protein,41,45,H2AX,Uniprot:P16104,NCBI gene:3014|Uniprot:P16104
system1,5090703,Figure 2-C,missing,cell_type_or_line,60,63,PC3,CVCL_0035,CVCL_0035,,,,,,
system1,5090703,Figure 2-C,spurious,,,,,,,gene_or_protein,87,91,CHD1,NCBI gene:1105,NCBI gene:1105
system1,5090703,Figure 2-D,match,gene_or_protein,4,8,CHD1,NCBI gene:1105,NCBI gene:1105,gene_or_protein,4,8,CHD1,NCBI gene:1105,NCBI gene:1105
system1,5090703,Figure 2-D,missing,cell_type_or_line,110,113,PC3,CVCL_0035,CVCL_0035,,,,,,
system1,5090703,Figure 2-D,match,gene_or_protein,137,141,CHD1,NCBI gene:1105,NCBI gene:1105,gene_or_protein,137,141,CHD1,NCBI gene:1105,NCBI gene:1105
system1,5090703,Figure 2-D,spurious,,,,,,,gene_or_protein,101,105,BHP1,NCBI gene:5426770,NCBI gene:5426770
system1,5090703,Figure 3-A-B,missing,cell_type_or_line,7,11,HeLa,CVCL_0030,CVCL_0030,,,,,,
system1,5090703,Figure 3-A-B,match,gene_or_protein,161,165,CHD1,NCBI gene:1105,NCBI gene:1105,gene_or_protein,161,165,CHD1,NCBI gene:1105,NCBI gene:1105
system1,5090703,Figure 3-A-B,match,gene_or_protein,167,172,RAD51,NCBI gene:5888,NCBI gene:5888|Uniprot:Q06609,gene_or_protein,167,172,RAD51,NCBI gene:5888|NCBI gene:5890|NCBI gene:5889|NCBI gene:5892,NCBI gene:5888|NCBI gene:5890|NCBI gene:5889|NCBI gene:5892
system1,5090703,Figure 3-A-B,match,gene_or_protein,176,181,XRCC4,NCBI gene:7518,NCBI gene:7518|Uniprot:Q13426,gene_or_protein,176,181,XRCC4,NCBI gene:7518,NCBI gene:7518|Uniprot:Q13426
system1,5090703,Figure 3-A-B,missing,gene_or_protein,254,261,I-Sce-I,Uniprot:P03882,NCBI gene:854590|Uniprot:P03882,,,,,,
system1,5090703,Figure 3-A-B,missing,gene_or_protein,286,292,I-SceI,Uniprot:P03882,NCBI gene:854590|Uniprot:P03882,,,,,,
system1,5090703,Figure 3-C-D,spurious,,,,,,,gene_or_protein,39,44,RAD51,NCBI gene:5888|NCBI gene:5890|NCBI gene:5889|NCBI gene:5892,NCBI gene:5888|NCBI gene:5890|NCBI gene:5889|NCBI gene:5892
system1,5090703,Figure 3-C-D,spurious,,,,,,,gene_or_protein,162,167,RAD51,NCBI gene:5888|NCBI gene:5890|NCBI gene:5889|NCBI gene:5892,NCBI gene:5888|NCBI gene:5890|NCBI gene:5889|NCBI gene:5892
system1,5090703,Figure 3-C-D,spurious,,,,,,,gene_or_protein,247,252,RAD51,NCBI gene:5888|NCBI gene:5890|NCBI gene:5889|NCBI gene:5892,NCBI gene:5888|NCBI gene:5890|NCBI gene:5889|NCBI gene:5892
system1,5090703,Figure 3-C-D,spurious,,,,,,,gene_or_protein,151,157,γH2AX,Uniprot:P16104,NCBI gene:3014|Uniprot:P16104
system1,5090703,Figure 3-C-D,spurious,,,,,,,gene_or_protein,276,282,γH2AX,Uniprot:P16104,NCBI gene:3014|Uniprot:P16104
system1,5090703,Figure 3-C-D,spurious,,,,,,,gene_or_protein,4,8,CHD1,NCBI gene:1105,NCBI gene:1105
system1,5090703,Figure 3-C-D,spurious,,,,,,,gene_or_protein,94,98,CHD1,NCBI gene:1105,NCBI gene:1105
system1,5090703,Figure 4-A,missing,gene_or_protein,19,23,CtIP,Uniprot:Q99708,NCBI gene:5932|Uniprot:Q99708,,,,,,
system1,5090703,Figure 4-A,match,gene_or_protein,28,32,CHD1,Uniprot:O14646,Uniprot:O14646,gene_or_protein,28,32,CHD1,NCBI gene:1105,NCBI gene:1105
system1,5090703,Figure 4-A,missing,cell_type_or_line,36,39,PC3,CVCL_0035,CVCL_0035,,,,,,
system1,5090703,Figure 4-A,missing,small_molecule,59,62,NCS,CHEBI:29655,CHEBI:29655|PubChem:447545,,,,,,
system1,5090703,Figure 4-B,spurious,,,,,,,gene_or_protein,140,145,RAD51,NCBI gene:5888|NCBI gene:5890|NCBI gene:5889|NCBI gene:5892,NCBI gene:5888|NCBI gene:5890|NCBI gene:5889|NCBI gene:5892
system1,5090703,Figure 4-B,spurious,,,,,,,gene_or_protein,131,135,RPA1,Uniprot:P27694,NCBI gene:6117|Uniprot:P27694
system1,5090703,Figure 4-C-D,match,gene_or_protein,0,4,CHD1,NCBI gene:1105,NCBI gene:1105,gene_or_protein,0,4,CHD1,NCBI gene:1105,NCBI gene:1105
system1,5090703,Figure 4-C-D,match,gene_or_protein,38,42,CtIP,Uniprot:Q99708,NCBI gene:5932|Uniprot:Q99708,gene_or_protein,38,42,CtIP,NCBI gene:225182,NCBI gene:225182|Uniprot:Q80YR6
system1,5090703,Figure 4-C-D,match,gene_or_protein,51,55,RPA1,Uniprot:P27694,NCBI gene:6117|Uniprot:P27694,gene_or_protein,51,55,RPA1,Uniprot:P27694,NCBI gene:6117|Uniprot:P27694
system1,5090703,Figure 4-C-D,missing,gene_or_protein,71,77,I-SceI,NCBI gene:854590,NCBI gene:854590|Uniprot:P03882,,,,,,
system1,5090703,Figure 4-C-D,match,gene_or_protein,125,129,CHD1,NCBI gene:1105,NCBI gene:1105,gene_or_protein,125,129,CHD1,NCBI gene:1105,NCBI gene:1105
system1,5090703,Figure 4-C-D,missing,small_molecule,238,242,doxy,CHEBI:50845,CHEBI:50845,,,,,,
system1,5090703,Figure 4-C-D,match,gene_or_protein,279,283,H2AX,Uniprot:P16104,NCBI gene:3014|Uniprot:P16104,gene_or_protein,279,283,H2AX,Uniprot:P16104,NCBI gene:3014|Uniprot:P16104
system1,5090703,Figure 4-C-D,match,gene_or_protein,288,292,CtIP,Uniprot:Q99708,NCBI gene:5932|Uniprot:Q99708,gene_or_protein,288,292,CtIP,NCBI gene:225182,NCBI gene:225182|Uniprot:Q80YR6
system1,5090703,Figure 4-C-D,match,gene_or_protein,296,300,RPA1,Uniprot:P27694,NCBI gene:6117|Uniprot:P27694,gene_or_protein,296,300,RPA1,Uniprot:P27694,NCBI gene:6117|Uniprot:P27694
system1,5090703,Figure 4-C-D,match,gene_or_protein,327,331,CtIP,Uniprot:Q99708,NCBI gene:5932|Uniprot:Q99708,gene_or_protein,327,331,CtIP,NCBI gene:225182,NCBI gene:225182|Uniprot:Q80YR6
system1,5090703,Figure 4-C-D,match,gene_or_protein,335,339,RPA1,Uniprot:P27694,NCBI gene:6117|Uniprot:P27694,gene_or_protein,335,339,RPA1,Uniprot:P27694,NCBI gene:6117|Uniprot:P27694
system1,5090703,Figure 4-E,missing,cell_type_or_line,4,7,PC3,CVCL_0035,CVCL_0035,,,,,,
system1,5090703,Figure 4-E,match,gene_or_protein,53,57,CHD1,NCBI gene:1105,NCBI gene:1105,gene_or_protein,53,57,CHD1,NCBI gene:1105,NCBI gene:1105
system1,5090703,Figure 4-E,missing,small_molecule,197,202,4-OHT,CHEBI:44616,CHEBI:44616|PubChem:449459,,,,,,
system1,5090703,Figure 4-E,match,gene_or_protein,242,246,H2AX,Uniprot:P16104,NCBI gene:3014|Uniprot:P16104,gene_or_protein,242,246,H2AX,Uniprot:P16104,NCBI gene:3014|Uniprot:P16104
system1,5090703,Figure 4-E,match,gene_or_protein,251,255,CtIP,Uniprot:Q99708,NCBI gene:5932|Uniprot:Q99708,gene_or_protein,251,255,CtIP,NCBI gene:225182,NCBI gene:225182|Uniprot:Q80YR6
system1,5090703,Figure 4-E,match,gene_or_protein,403,407,CHD1,NCBI gene:1105,NCBI gene:1105,gene_or_protein,403,407,CHD1,NCBI gene:1105,NCBI gene:1105
system1,5090703,Figure 4-E,match,gene_or_protein,489,493,CHD1,NCBI gene:1105,NCBI gene:1105,gene_or_protein,489,493,CHD1,NCBI gene:1105,NCBI gene:1105
system1,5090703,Figure 4-F,missing,cell_type_or_line,4,7,PC3,CVCL_0035,CVCL_0035,,,,,,
system1,5090703,Figure 4-F,match,gene_or_protein,39,43,Chd1,NCBI gene:1105,NCBI gene:1105,gene_or_protein,39,43,Chd1,NCBI gene:1105,NCBI gene:1105
system1,5090703,Figure 4-F,match,gene_or_protein,44,48,ERT2,NCBI gene:2100,NCBI gene:2100|Uniprot:Q92731,gene_or_protein,44,48,ERT2,NCBI gene:13983|NCBI gene:13982,NCBI gene:13983|NCBI gene:13982
system1,5090703,Figure 4-F,match,gene_or_protein,89,93,CHD1,NCBI gene:1105,NCBI gene:1105,gene_or_protein,89,93,CHD1,NCBI gene:1105,NCBI gene:1105
system1,5090703,Figure 4-F,missing,small_molecule,146,151,4-OHT,CHEBI:44616,CHEBI:44616|PubChem:449459,,,,,,
system1,5090703,Figure 4-F,match,gene_or_protein,175,179,Chd1,NCBI gene:1105,NCBI gene:1105,gene_or_protein,175,179,Chd1,NCBI gene:1105,NCBI gene:1105
system1,5090703,Figure 4-F,match,gene_or_protein,180,184,ERT2,NCBI gene:2100,NCBI gene:2100|Uniprot:Q92731,gene_or_protein,180,184,ERT2,NCBI gene:13983|NCBI gene:13982,NCBI gene:13983|NCBI gene:13982
system1,5090703,Figure 4-F,missing,cellular_component,233,242,chromatin,GO:0000785,GO:0000785,,,,,,
